0,24.2
30,24.3
60,24.3
90,24.4
120,24.5
150,24.5
180,24.6
210,24.7
240,24.7
270,24.8
300,24.9
330,25
360,25
390,25.1
420,25.2
450,25.3
480,25.4
510,25.4
540,25.5
570,25.5
600,25.6
630,25.7
660,25.7
690,25.8
720,25.8
750,25.9
780,26
810,26.1
840,26.1
870,26.3
900,26.3
930,26.4
960,26.4
990,26.5
1020,26.5
1050,26.6
1080,26.6
1110,26.8
1140,26.8
1170,26.9
1200,26.9
