0,23.7
30,23.7
60,23.7
90,23.8
120,23.8
150,23.9
180,23.9
210,23.9
240,23.9
270,23.9
300,23.9
330,23.9
360,24
390,24
420,24
450,24.1
480,24.1
510,24.1
540,24.1
570,24.2
600,24.2
